"","Naplan$ACARA.SML.ID","School Name","ratio","sport_index","teach_edu_index","tech_index","stu_atd","teach_tenure","State","Postcode","School Sector","School Type","Geolocation","ICSEA","Bottom SEA Quarter (%)","Lower Middle SEA Quarter (%)","Upper Middle SEA Quarter (%)","Indigenous Enrolments (%)","Language Background Other Than English - Yes (%)","Naplan$NAPLAN","Median_age_persons","Median_mortgage_repay_monthly","Median_tot_prsnl_inc_weekly","Median_rent_weekly","Median_tot_fam_inc_weekly","Average_num_psns_per_bedroom","Median_tot_hhd_inc_weekly","Average_household_size"
"4402",52459,"Amamoor State School",14,53,70,63,85,10.96,"QLD","4570","Government","Primary","Inner Regional",962,45,34,17,13,11,525.070558569779,34,1301,673,280,1495,0.8,1232,2.3
"4403",46663,"Isabella State School",12.4615384615385,50,71,75,89,22.9,"QLD","4869","Government","Primary","Outer Regional",892,52,30,13,36,34,518.852266161313,33,1450,725,315,1714,0.8,1376,2.4
"4404",47401,"Chevallum State School",10.8372093023256,40,72,71,88,13.36,"QLD","4555","Government","Primary","Major Cities",1053,12,33,32,5,9,517.812103137946,43,1950,907,420,2413,0.7,2177,2.7
"4405",47731,"Wamuran State School",12.6153846153846,81,77,61,87,13.59,"QLD","4512","Government","Primary","Major Cities",989,32,39,21,10,6,508.665736044835,44,1586,834,340,2164,0.7,1689,2.4
"4406",47953,"Narangba Valley State School",14.3157894736842,56,82,80,87,11.02,"QLD","4504","Government","Primary","Major Cities",1019,24,38,27,4,11,553.494171866455,44,1586,834,340,2164,0.7,1689,2.4
"4407",48079,"Bartle Frere State School",2.5,58,68,69,87,15.77,"QLD","4861","Government","Primary","Outer Regional",1078,0,29,49,0,14,522.71153626971,37,1300,649,295,1515,0.8,1194,2.3
"4408",46845,"Clarendon State School",9,60,75,67,85,12.37,"QLD","4311","Government","Primary","Inner Regional",930,52,33,13,17,3,509.879475165669,35,1254,688,289,1507,0.8,1200,2.2
"4409",46936,"Nobby State School",10.6,50,84,76,87,15.45,"QLD","4360","Government","Primary","Inner Regional",947,52,31,15,11,0,518.15804833723,35,1254,688,289,1507,0.8,1200,2.2
"4410",46975,"Moore Park Beach State School",14.7777777777778,74,70,57,89,11.49,"QLD","4670","Government","Primary","Inner Regional",948,52,28,13,15,8,520.268833253067,34,1733,857,340,2093,0.7,1852,2.7
"4411",47046,"Norfolk Village State School",13.6071428571429,56,71,53,88,11.74,"QLD","4208","Government","Primary","Major Cities",1013,29,37,24,4,8,520.177571859603,37,1300,649,295,1515,0.8,1194,2.3
"4412",46848,"Pacific Pines State School",14.3225806451613,55,74,64,87,9.68,"QLD","4211","Government","Primary","Major Cities",1022,25,36,27,3,21,523.556070769205,30,1791,877,200,1951,1.2,2006,3.1
"4413",46850,"Yarrilee State School",13.3928571428571,44,77,65,84,19.77,"QLD","4655","Government","Primary","Inner Regional",973,39,34,19,13,6,509.245250629038,36,1387,740,270,1782,0.8,1378,2.4
"4414",46806,"Fairview Heights State School",12.0625,65,72,61,85,13.71,"QLD","4350","Government","Primary","Inner Regional",946,48,32,15,20,4,512.832525165229,36,1387,740,270,1782,0.8,1378,2.4
"4415",47633,"Gaven State School",12.7555555555556,58,72,75,86,23.17,"QLD","4210","Government","Primary","Major Cities",992,33,38,23,6,16,517.120379403077,40,1300,703,293,1757,0.8,1400,2.5
"4416",46581,"Moreton Downs State School",13.0416666666667,57,73,61,86,10.02,"QLD","4508","Government","Primary","Major Cities",950,49,35,13,13,14,521.045879920392,40,1300,703,293,1757,0.8,1400,2.5
"4417",47255,"Sandy Strait State School",13.9811320754717,52,73,52,87,14.53,"QLD","4655","Government","Primary","Inner Regional",969,42,32,20,14,5,510.128387923276,37,1300,754,275,1769,0.8,1392,2.4
"4418",47302,"El Arish State School",11,42,67,53,86,9.8,"QLD","4855","Government","Primary","Outer Regional",908,54,33,11,27,0,524.037720412026,37,1300,754,275,1769,0.8,1392,2.4
"4419",47740,"Wynnum West State School",12.9285714285714,59,74,65,86,13.77,"QLD","4178","Government","Primary","Major Cities",966,42,33,18,14,26,507.746355657589,40,1300,662,280,1535,0.8,1266,2.4
"4420",46538,"Bellenden Ker State School",2,42,69,71,87,12.93,"QLD","4871","Government","Primary","Outer Regional",NA,NA,NA,NA,50,0,515.313427632409,39,1473,805,250,2046,0.8,1305,2.1
"4421",47062,"Toobanna State School",9,34,65,54,84,15.85,"QLD","4850","Government","Primary","Outer Regional",782,79,12,9,61,0,530.315081421396,58,1353,626,290,1372,0.7,1001,1.9
"4422",47242,"Dundula State School",17.6666666666667,56,70,66,86,10.24,"QLD","4740","Government","Primary","Inner Regional",922,56,30,13,16,11,515.910060882737,43,1413,727,270,1970,0.8,1344,2.2
"4423",46522,"Koumala State School",10.8,48,68,66,88,12.28,"QLD","4738","Government","Primary","Outer Regional",945,50,33,14,10,1,518.060711890749,43,1413,727,270,1970,0.8,1344,2.2
"4424",48071,"Rockville State School",10.15,40,66,69,85,20.01,"QLD","4350","Government","Primary","Inner Regional",813,79,16,4,48,19,526.825412472949,31,1625,1017,375,2415,0.7,2215,2.8
"4425",46524,"Churchill State School",11.4074074074074,49,72,79,84,14.76,"QLD","4305","Government","Primary","Major Cities",899,66,26,7,25,5,515.750612925847,40,1950,1115,320,2645,0.8,1783,1.9
"4426",46818,"Bay View State School",13.9285714285714,65,73,78,88,13.85,"QLD","4164","Government","Primary","Major Cities",1017,23,38,28,6,10,525.493668492568,40,1950,1115,320,2645,0.8,1783,1.9
"4427",47284,"Morningside State School",13.3823529411765,63,74,70,86,13.48,"QLD","4170","Government","Primary","Major Cities",1087,10,22,30,4,24,512.659356484434,32,1700,1097,360,2479,0.8,2086,2.5
"4428",47185,"Carmila State School",6.75,52,73,72,85,13.86,"QLD","4739","Government","Primary","Outer Regional",880,78,18,4,4,0,524.170683146714,39,1473,894,300,2103,0.8,1524,2.1
"4429",46546,"Julatten State School",7.71428571428571,43,68,72,88,16.5,"QLD","4871","Government","Primary","Outer Regional",910,50,37,12,24,16,510.495821615555,45,1733,910,280,2504,0.8,1637,2.3
"4430",47310,"Freshwater State School",14.4545454545455,57,74,72,88,15.64,"QLD","4870","Government","Primary","Outer Regional",1060,10,28,31,7,19,523.545465925228,39,1473,894,300,2103,0.8,1524,2.1
"4431",47925,"Mooloolaba State School",14.8076923076923,65,76,67,86,12.97,"QLD","4557","Government","Primary","Major Cities",1067,11,28,33,3,18,514.076659034157,40,1354,820,250,1864,0.8,1290,1.9
"4432",46547,"Biloela State School",9.93333333333333,62,70,56,89,10.65,"QLD","4715","Government","Primary","Outer Regional",928,49,32,14,21,19,519.038541294924,39,1300,739,283,1774,0.8,1421,2.4
"4433",46668,"Monto State School",14.5,55,68,60,88,13.08,"QLD","4630","Government","Primary","Outer Regional",950,49,32,14,11,2,536.137375848855,45,867,592,200,1381,0.8,1118,2.4
"4434",46803,"Bundaberg West State School",8.65217391304348,57,71,55,88,17.78,"QLD","4670","Government","Primary","Inner Regional",906,63,18,11,25,13,514.220317870533,45,867,592,200,1381,0.8,1118,2.4
"4435",46590,"Goovigen State School",6.5,42,68,74,88,13.92,"QLD","4702","Government","Primary","Outer Regional",931,49,37,11,15,0,527.35717421305,45,867,592,200,1381,0.8,1118,2.4
"4436",47287,"Thangool State School",12,56,80,68,87,12.64,"QLD","4716","Government","Primary","Outer Regional",963,45,34,18,6,5,513.174979270201,37,1300,725,250,1756,0.8,1410,2.5
"4437",48087,"Wellers Hill State School",13.0833333333333,60,74,83,90,14.06,"QLD","4121","Government","Primary","Major Cities",1137,3,13,27,1,38,530.634310167717,37,1300,725,250,1756,0.8,1410,2.5
"4438",46471,"Hannaford State School",5.66666666666667,45,69,58,86,11.15,"QLD","4406","Government","Primary","Remote",1007,15,23,39,18,0,518.215446047551,42,1114,770,155,1872,0.8,1436,2.5
"4439",46872,"Slade Point State School",13.375,65,70,41,86,11.1,"QLD","4740","Government","Primary","Inner Regional",845,68,23,7,43,24,509.071705176226,42,1114,770,155,1872,0.8,1436,2.5
"4440",47299,"Camp Hill State Infants and Primary School",12.4461538461538,63,69,74,92,23.49,"QLD","4152","Government","Primary","Major Cities",1124,3,17,28,3,17,501.14765389404,42,1114,770,155,1872,0.8,1436,2.5
"4441",47965,"Victoria Park State School",12.8627450980392,62,72,66,87,14.63,"QLD","4740","Government","Primary","Inner Regional",930,51,31,13,21,18,515.352762941942,44,1222,618,265,1423,0.7,1117,2.3
"4442",52245,"Waterford West State School",13.2,53,69,73,86,13.83,"QLD","4133","Government","Primary","Major Cities",925,57,28,11,15,35,514.354981616545,44,1222,618,265,1423,0.7,1117,2.3
"4443",46810,"Hercules Road State School",12.051724137931,55,80,74,86,17.81,"QLD","4021","Government","Primary","Major Cities",950,48,32,15,14,13,505.271318309449,44,1222,618,265,1423,0.7,1117,2.3
"4444",47395,"Kirwan State School",14.94,48,72,59,89,12.31,"QLD","4817","Government","Primary","Outer Regional",942,43,35,18,21,13,517.796116767171,51,1386,604,240,1489,0.8,1244,2.4
"4445",52898,"Norris Road State School",13.2040816326531,59,99,88,90,21.8,"QLD","4017","Government","Primary","Major Cities",1009,28,33,26,9,27,506.508642606057,51,1386,604,240,1489,0.8,1244,2.4
"4446",47930,"Patricks Road State School",13.5172413793103,63,74,75,90,12.57,"QLD","4055","Government","Primary","Major Cities",1105,6,19,32,2,12,519.88288463628,50,1300,552,250,1335,0.8,1096,2.4
"4447",50483,"Riverview State School",12.0416666666667,50,77,70,87,17.23,"QLD","4303","Government","Primary","Major Cities",855,74,21,5,35,34,538.885466990531,50,1300,552,250,1335,0.8,1096,2.4
"4448",47641,"Algester State School",13.6714285714286,48,81,75,86,13.18,"QLD","4115","Government","Primary","Major Cities",1045,17,32,30,3,42,519.202722249411,50,1300,552,250,1335,0.8,1096,2.4
"4449",46642,"Berrinba East State School",10.6315789473684,33,77,59,84,11.86,"QLD","4117","Government","Primary","Major Cities",906,68,24,7,14,43,524.43153255314,50,1300,552,250,1335,0.8,1096,2.4
"4450",47679,"Currimundi State School",12.12,55,72,59,86,11.28,"QLD","4551","Government","Primary","Major Cities",1039,19,32,29,5,9,517.86438131947,30,2063,1558,500,3283,1,2976,2.9
"4451",46635,"Springwood Central State School",9.96153846153846,53,74,72,85,11.16,"QLD","4127","Government","Primary","Major Cities",990,37,34,20,5,23,521.179950099714,36,1733,898,370,1990,0.8,1674,2.4
"4452",46541,"Rasmussen State School",14,40,70,63,83,23.26,"QLD","4815","Government","Primary","Outer Regional",786,78,17,4,61,17,502.988780854019,45,1560,722,276,1792,0.8,1431,2.5
"4453",47368,"Ashmore State School",14.8727272727273,52,74,59,85,14.2,"QLD","4214","Government","Primary","Major Cities",1045,20,29,28,4,27,498.229144291869,36,1733,898,370,1990,0.8,1674,2.4
"4454",47692,"Chapel Hill State School",14.4642857142857,52,73,84,88,11.08,"QLD","4069","Government","Primary","Major Cities",1171,1,5,22,1,37,527.029551799681,45,1829,764,375,1977,0.8,1736,2.7
"4455",47079,"Burnside State School",10.8055555555556,60,71,79,87,13.94,"QLD","4560","Government","Primary","Major Cities",972,41,32,18,12,10,509.030213331818,37,2453,1167,450,3313,0.8,2928,2.9
"4456",47325,"Marsden State School",13.6138613861386,47,79,61,83,12.05,"QLD","4132","Government","Primary","Major Cities",936,56,30,12,12,40,515.906409719352,31,1571,777,340,1844,0.8,1640,2.9
"4457",46555,"Eagleby South State School",12.5641025641026,53,70,50,86,10.37,"QLD","4207","Government","Primary","Major Cities",900,62,27,9,27,22,515.276247531517,37,2000,1021,440,2472,0.8,2075,2.4
"4458",46796,"Undurba State School",13.3529411764706,51,72,77,87,13.64,"QLD","4503","Government","Primary","Major Cities",1006,28,37,25,7,21,515.865194355114,35,2200,1134,375,2882,0.8,2142,2.4
"4459",47050,"Kruger State School",13.21875,56,75,83,87,21.26,"QLD","4300","Government","Primary","Major Cities",946,56,31,11,7,52,503.921091453232,38,1387,642,300,1535,0.8,1155,2.3
"4460",47385,"Fitzgerald State School",14.3913043478261,44,72,78,83,11.56,"QLD","4740","Government","Primary","Inner Regional",963,38,36,19,17,11,519.769178718547,36,1733,898,370,1990,0.8,1674,2.4
"4461",50482,"Deception Bay North State School",9.83333333333333,61,77,65,86,15.54,"QLD","4508","Government","Primary","Major Cities",884,66,25,8,27,11,509.962770166387,49,1248,561,240,1347,0.8,1137,2.5
"4462",52899,"Warrigal Road State School",14.2197802197802,70,75,62,88,23.06,"QLD","4113","Government","Primary","Major Cities",1089,11,19,31,1,77,536.288116704696,38,1018,774,200,1628,0.7,1334,2.4
"4463",46525,"Rochedale South State School",11.9545454545455,58,76,61,87,10.68,"QLD","4123","Government","Primary","Major Cities",1029,22,31,29,6,29,509.451018492425,47,1200,736,210,1847,0.8,1422,2.4
"4464",46536,"Hilder Road State School",12.8648648648649,64,73,74,88,13.89,"QLD","4061","Government","Primary","Major Cities",1129,3,13,32,1,17,515.117103232287,31,1733,810,365,1927,0.8,1844,3.1
"4465",46763,"Buddina State School",12.5689655172414,61,71,76,89,13.9,"QLD","4575","Government","Primary","Major Cities",1055,14,31,32,3,9,526.532313215853,41,1517,645,310,1625,0.8,1445,2.7
"4466",47174,"Sunnybank Hills State School",15.5412844036697,61,73,74,89,13.27,"QLD","4109","Government","Primary","Major Cities",1115,7,15,30,1,84,505.51527173407,38,1387,642,300,1535,0.8,1155,2.3
"4467",46714,"Miami State School",13.75,61,79,70,87,18.25,"QLD","4218","Government","Primary","Major Cities",1061,14,28,33,4,16,522.954994271833,32,1600,1033,300,2510,0.8,2190,2.7
"4468",46759,"Blackwater North State School",12.5833333333333,51,74,72,87,14.95,"QLD","4717","Government","Primary","Outer Regional",926,49,35,13,20,10,515.75919170726,51,1473,567,345,1333,0.7,1109,2.3
"4469",46919,"Albany Hills State School",13.6507936507937,47,75,79,86,18.73,"QLD","4035","Government","Primary","Major Cities",1072,8,28,36,3,14,505.481955380596,38,715,914,150,1929,0.8,1502,2.4
"4470",46980,"Tropical North Learning Academy - Trinity Beach State School",14.3582089552239,62,70,60,86,13.32,"QLD","4879","Government","Primary","Outer Regional",1001,25,35,27,12,23,522.340131978596,33,2000,960,360,2442,0.9,1831,2.2
"4471",46982,"Forrest Beach State School",13.3333333333333,53,70,76,86,15.08,"QLD","4850","Government","Primary","Outer Regional",943,46,30,19,13,3,522.249215108253,42,1300,621,295,1406,0.7,1123,2.2
"4472",47019,"Coppabella State School",10,45,72,67,86,16.53,"QLD","4741","Government","Primary","Outer Regional",854,57,37,4,70,0,519.681484964222,42,2266,1036,490,2953,0.8,2572,2.9
"4473",47270,"Robertson State School",14.6153846153846,50,72,79,87,13.81,"QLD","4109","Government","Primary","Major Cities",1127,5,11,29,1,83,517.685648491114,51,867,515,160,1256,0.7,981,2.2
"4474",47836,"Darling Heights State School",12,49,81,65,85,14.06,"QLD","4350","Government","Primary","Inner Regional",951,48,23,17,13,56,525.165369970859,38,1900,947,420,2321,0.8,1983,2.6
"4475",47835,"Avoca State School",13.3809523809524,33,69,68,83,15.25,"QLD","4670","Government","Primary","Inner Regional",943,50,30,14,16,14,516.304325602049,53,1300,674,200,1678,0.8,1245,2.2
"4476",51503,"Woree State School",13.5348837209302,56,68,67,86,12.18,"QLD","4868","Government","Primary","Outer Regional",848,63,27,8,46,36,535.426590595363,39,1733,855,300,2295,0.7,1948,2.6
"4477",46707,"Caboolture East State School",9.32692307692308,54,74,60,86,14.64,"QLD","4510","Government","Primary","Major Cities",922,59,27,11,16,12,516.097169686847,51,1430,661,260,1534,0.8,1296,2.4
"4478",46769,"Emerald North State School",10.7083333333333,51,73,74,87,11.35,"QLD","4720","Government","Primary","Outer Regional",894,60,26,10,26,9,504.858354883053,36,2167,1039,400,2842,0.8,2240,2.6
"4479",46577,"Mount Warren Park State School",12,56,73,53,85,11.69,"QLD","4207","Government","Primary","Major Cities",960,49,34,14,9,20,515.602636867195,38,1600,759,300,1844,0.8,1578,2.7
"4480",46889,"Cranbrook State School",14.7222222222222,42,69,61,85,12.94,"QLD","4814","Government","Primary","Outer Regional",923,46,31,16,29,11,517.37557692091,44,1222,618,265,1423,0.7,1117,2.3
"4481",46912,"Moranbah East State School",14.1333333333333,72,67,62,85,17.58,"QLD","4744","Government","Primary","Outer Regional",961,38,37,19,14,10,512.486591483285,40,1394,688,230,1711,0.7,1222,2
"4482",46968,"Coombabah State School",13.5,69,77,64,88,16.56,"QLD","4216","Government","Primary","Major Cities",1006,28,35,25,8,16,508.395458604829,54,1000,464,230,1114,0.8,883,2.2
"4483",47010,"Strathpine West State School",12.75,43,72,59,86,11.9,"QLD","4500","Government","Primary","Major Cities",966,40,34,21,15,21,511.595919434347,40,2076,935,450,2588,0.7,2385,3
"4484",47063,"Kin Kora State School",12.8333333333333,42,72,58,85,13.92,"QLD","4680","Government","Primary","Inner Regional",937,48,33,14,21,7,513.510865523582,26,1703,818,375,1654,0.8,1603,3.1
"4485",47815,"Mount Archer State School",13.0227272727273,49,71,66,89,20.02,"QLD","4701","Government","Primary","Inner Regional",915,56,29,11,23,10,499.14379746078,38,1597,682,355,1579,0.8,1298,2.5
"4486",47826,"Birkdale South State School",13.5555555555556,61,77,75,87,17.8,"QLD","4159","Government","Primary","Major Cities",988,35,37,21,10,11,511.430467875043,35,2000,825,470,2119,0.8,2086,3.1
"4487",46863,"Shailer Park State School",14.2894736842105,34,72,58,84,13.13,"QLD","4128","Government","Primary","Major Cities",1001,31,38,22,7,21,516.987018319592,36,1820,870,350,2294,0.9,2036,2.8
"4488",47219,"Sunshine Beach State School",12.8103448275862,76,73,65,89,12.98,"QLD","4567","Government","Primary","Major Cities",1086,8,23,34,3,24,514.12910340196,53,1300,674,200,1678,0.8,1245,2.2
"4489",46737,"Mistake Creek State School",9,61,73,72,87,24.87,"QLD","4721","Government","Primary","Very Remote",1009,13,51,29,0,0,518.505228975328,47,1200,736,210,1847,0.8,1422,2.4
"4490",46740,"Golden Beach State School",11.3265306122449,53,75,59,84,13,"QLD","4551","Government","Primary","Major Cities",1025,23,34,29,6,10,522.627572815548,55,1300,509,260,1276,0.7,1021,2.2
"4491",47092,"Tannum Sands State School",11.9782608695652,52,72,72,85,12.59,"QLD","4680","Government","Primary","Inner Regional",979,36,36,20,13,5,510.155080661776,41,1300,660,285,1685,0.8,1310,2.3
"4492",47821,"Browns Plains State School",12.7547169811321,54,72,64,89,13.21,"QLD","4118","Government","Primary","Major Cities",938,54,29,13,15,38,521.567786658797,45,1300,714,215,1720,0.8,1359,2.4
"4493",46556,"Elanora State School",12.7808219178082,54,78,73,87,11.43,"QLD","4221","Government","Primary","Major Cities",1054,14,31,34,4,13,514.729560949923,36,2167,903,500,2395,0.8,2363,3.2
"4494",46622,"Chatswood Hills State School",12.8085106382979,57,72,74,87,12.79,"QLD","4127","Government","Primary","Major Cities",1028,23,37,26,4,21,517.119629973912,36,1700,805,380,2101,0.8,1900,2.8
"4495",47799,"Bellevue Park State School",14.3061224489796,67,72,66,87,13.71,"QLD","4214","Government","Primary","Major Cities",1053,15,31,31,3,38,522.271449738945,38,1733,788,465,1891,0.8,1689,2.6
"4496",47801,"Tieri State School",12,62,74,76,91,18.82,"QLD","4709","Government","Primary","Remote",963,28,43,21,13,3,511.529271015525,42,1625,918,320,2205,0.8,1717,2.3
"4497",46543,"Coolnwynpin State School",12.8,45,73,77,86,18.49,"QLD","4157","Government","Primary","Major Cities",992,32,39,22,9,17,526.871708080824,35,1545,734,350,1695,0.8,1456,2.5
"4498",46655,"Crestmead State School",14.1414141414141,51,70,62,83,12.56,"QLD","4132","Government","Primary","Major Cities",938,56,32,11,12,48,514.981902185145,34,1517,659,335,1625,0.8,1350,2.5
"4499",46765,"Helensvale State School",13.4366197183099,71,76,74,89,10.34,"QLD","4212","Government","Primary","Major Cities",1022,23,37,28,4,16,507.117392830739,37,1300,725,250,1756,0.8,1410,2.5
"4500",47783,"Withcott State School",11.9090909090909,64,75,73,88,12.56,"QLD","4352","Government","Primary","Inner Regional",1021,25,34,27,6,4,510.602227024267,47,1755,744,250,2049,0.9,1661,2.6
"4501",46717,"Springbrook State School",5.16666666666667,49,72,58,87,14.18,"QLD","4213","Government","Primary","Inner Regional",1026,17,44,32,0,14,499.793816735607,32,1616,740,360,1656,0.8,1463,2.7
"4502",46804,"Vienna Woods State School",11.2692307692308,68,72,53,84,14.44,"QLD","4161","Government","Primary","Major Cities",971,41,34,19,12,11,512.824104147986,47,1300,674,250,1552,0.8,1301,2.4
"4503",46939,"Kimberley Park State School",11.9298245614035,58,71,88,88,16.7,"QLD","4128","Government","Primary","Major Cities",1042,18,32,31,3,17,514.274426146821,47,1200,736,210,1847,0.8,1422,2.4
"4504",46951,"Karalee State School",14.6052631578947,52,76,58,86,13.18,"QLD","4306","Government","Primary","Major Cities",1046,15,32,34,4,9,511.573915620885,47,1200,736,210,1847,0.8,1422,2.4
"4505",46993,"Bucasia State School",15.8275862068966,59,74,69,87,16.9,"QLD","4750","Government","Primary","Inner Regional",961,41,37,17,14,8,512.712868768302,46,1352,642,250,1629,0.8,1307,2.5
"4506",47226,"Yugumbir State School",13.9714285714286,60,73,59,86,12.29,"QLD","4118","Government","Primary","Major Cities",968,44,36,16,9,29,517.562444552179,49,1248,561,240,1347,0.8,1137,2.5
"4507",47829,"Rainbow Beach State School",13.4,40,73,60,86,17.05,"QLD","4581","Government","Primary","Inner Regional",987,33,39,20,3,16,517.231167355266,45,1517,720,200,1884,0.8,1391,2.6
"4508",46568,"Collingwood Park State School",13.4883720930233,45,67,55,87,22.1,"QLD","4301","Government","Primary","Major Cities",957,48,33,15,14,27,530.299570353658,47,992,490,180,1190,0.8,950,2.4
"4509",46688,"Northview State School",12.7407407407407,65,73,71,90,14.94,"QLD","4740","Government","Primary","Inner Regional",1005,27,35,23,10,8,507.30538943476,43,867,798,170,1766,0.7,1294,2.2
"4510",46900,"Kurwongbah State School",12.3333333333333,33,69,65,86,15.87,"QLD","4502","Government","Primary","Major Cities",1003,29,37,25,7,10,523.128849555874,32,1083,969,150,2319,0.8,2069,2.6
"4511",47054,"MacLeay Island State School",9.4,53,81,65,89,17.27,"QLD","4184","Government","Primary","Inner Regional",947,49,28,16,12,15,515.834174891717,45,1600,752,300,1880,0.8,1531,2.5
"4512",47769,"Kelso State School",12.7777777777778,39,71,58,84,17.3,"QLD","4815","Government","Primary","Outer Regional",835,73,20,7,40,9,505.449924737932,39,1950,983,350,2514,0.8,2432,3
"4513",47773,"Beachmere State School",10.3125,53,74,63,88,13.03,"QLD","4510","Government","Primary","Major Cities",957,46,33,16,14,3,508.840235123527,32,1083,969,150,2319,0.8,2069,2.6
"4514",46447,"Hamilton Island State School",6.66666666666667,52,73,75,89,15.18,"QLD","4803","Government","Primary","Remote",1017,23,31,25,5,26,530.830032228401,35,1627,869,350,2139,0.8,2004,3
"4515",46861,"Alexandra Bay State School",9,65,73,68,87,11.36,"QLD","4873","Government","Primary","Remote",973,35,33,20,6,13,517.881165125908,42,2021,803,500,2133,0.8,1737,2.6
"4516",46862,"Burrowes State School",13.3606557377049,48,72,68,87,24.31,"QLD","4132","Government","Primary","Major Cities",929,62,26,10,8,52,503.73707945604,33,1517,795,350,1878,0.8,1643,2.8
"4517",47904,"Caningeraba State School",14.4605263157895,56,76,65,87,13.73,"QLD","4220","Government","Primary","Major Cities",1034,17,35,33,4,15,516.215351307073,45,867,592,200,1381,0.8,1118,2.4
"4518",46569,"Kuluin State School",14.3023255813953,61,77,64,88,16.21,"QLD","4558","Government","Primary","Major Cities",1021,22,36,28,7,9,515.6210570034,52,1336,507,275,1277,0.9,1009,2.2
"4519",47406,"Middle Park State School",13.0204081632653,58,75,85,86,14.85,"QLD","4074","Government","Primary","Major Cities",1074,11,26,33,3,25,515.494278645951,45,2167,928,410,2608,0.8,2051,2.5
"4520",50484,"Oxenford State School",13.1538461538462,57,78,68,85,16.66,"QLD","4210","Government","Primary","Major Cities",995,34,35,23,7,7,513.050810711396,40,1670,678,360,1714,0.8,1383,2.5
"4521",47659,"Waraburra State School",12.5925925925926,60,76,59,85,14.44,"QLD","4702","Government","Primary","Inner Regional",863,69,24,6,34,5,515.516012361189,36,1820,870,350,2294,0.9,2036,2.8
"4522",46718,"William Duncan State School",12.6666666666667,48,76,72,87,19.01,"QLD","4211","Government","Primary","Major Cities",974,41,36,17,11,10,535.963655203977,40,1300,835,200,2065,0.8,1675,2.5
"4523",47306,"Eagleby State School",12.1960784313725,58,72,72,87,12.8,"QLD","4207","Government","Primary","Major Cities",914,68,26,6,13,23,513.766017207478,35,1627,869,350,2139,0.8,2004,3
"4524",46917,"Mount Fox State School",2.5,45,67,69,86,11.08,"QLD","4850","Government","Primary","Remote",966,29,43,29,0,0,516.911221073262,34,1500,719,310,1738,0.8,1408,2.5
"4525",47333,"Rossville State School",8,53,69,40,86,15.92,"QLD","4895","Government","Primary","Remote",905,53,29,16,21,21,518.223911082409,35,1314,794,250,1930,0.8,1549,2.6
"4526",47291,"White Rock State School",11.9268292682927,66,70,68,85,14.04,"QLD","4868","Government","Primary","Outer Regional",848,60,28,10,49,39,505.577854484937,47,1408,648,260,1520,0.8,1201,2.3
"4527",47762,"Port Douglas State School",10.4347826086957,74,68,69,90,12.95,"QLD","4877","Government","Primary","Outer Regional",1005,25,38,27,5,18,517.040897720114,41,1300,660,285,1685,0.8,1310,2.3
"4528",52608,"Whitfield State School",13.9464285714286,66,68,82,88,15.52,"QLD","4870","Government","Primary","Outer Regional",969,29,34,25,23,28,539.919474644381,38,1600,759,300,1844,0.8,1578,2.7
"4529",53053,"Boronia Heights State School",16,50,72,72,85,15.47,"QLD","4124","Government","Primary","Major Cities",932,60,27,11,11,33,509.1547553461,42,758,680,130,1436,0.8,1110,2.3
"4530",47188,"Robina State School",13.4736842105263,38,73,68,86,19.63,"QLD","4226","Government","Primary","Major Cities",1054,14,31,34,3,22,512.00152645665,38,1118,606,250,1346,0.8,972,2.1
"4531",47398,"Agnes Water State School",11.5555555555556,59,77,62,86,14.59,"QLD","4677","Government","Primary","Outer Regional",956,40,38,16,11,6,531.341046075437,41,884,947,140,2109,0.8,1442,2.2
"4532",47234,"Morayfield East State School",13.3150684931507,48,72,69,85,13.77,"QLD","4506","Government","Primary","Major Cities",940,52,33,12,17,10,523.313306184269,34,2200,1105,380,2839,0.9,2086,2.2
"4533",47377,"Hilliard State School",12.9285714285714,45,76,74,87,13.59,"QLD","4161","Government","Primary","Major Cities",1014,25,37,28,7,6,519.480418008328,45,867,592,200,1381,0.8,1118,2.4
"4534",47763,"Kawungan State School",11.4415584415584,50,74,63,85,12.78,"QLD","4655","Government","Primary","Inner Regional",981,38,34,19,10,7,507.609580965357,51,2000,746,400,1998,0.7,1430,2.3
"4535",47272,"Dakabin State School",13.725,54,78,54,88,12.37,"QLD","4503","Government","Primary","Major Cities",962,46,34,16,11,17,521.465349528468,33,1820,807,450,1973,0.8,1913,3.1
"4536",46533,"Banksia Beach State School",13.3188405797101,45,84,63,89,12.5,"QLD","4507","Government","Primary","Inner Regional",999,32,34,23,8,8,518.414199298185,40,1169,780,200,1704,0.8,1358,2.4
"4537",47330,"Windaroo State School",13.0857142857143,65,75,72,87,16.67,"QLD","4207","Government","Primary","Major Cities",993,33,37,23,8,12,525.117892515601,39,1323,683,290,1625,0.8,1274,2.3
"4538",47910,"Pacific Paradise State School",12.2894736842105,62,70,51,85,11.17,"QLD","4564","Government","Primary","Major Cities",1024,23,34,28,6,11,530.143112248462,54,1000,464,230,1114,0.8,883,2.2
"4539",52444,"Taranganba State School",13.9166666666667,60,70,65,89,11.47,"QLD","4703","Government","Primary","Inner Regional",975,38,35,19,12,5,551.831069654029,30,1733,1061,370,2389,0.8,2253,2.9
